n_documents,PIR-RAG_setup_time,PIR-RAG_avg_query_time,PIR-RAG_std_query_time,PIR-RAG_avg_upload_bytes,PIR-RAG_avg_download_bytes,Graph-PIR_setup_time,Graph-PIR_avg_query_time,Graph-PIR_std_query_time,Graph-PIR_avg_upload_bytes,Graph-PIR_avg_download_bytes,Tiptoe_setup_time,Tiptoe_avg_query_time,Tiptoe_std_query_time,Tiptoe_avg_upload_bytes,Tiptoe_avg_download_bytes
500,1.680427299987059,0.250066419999348,0.01846494509598086,2400.0,6593053.8,1.156784599996172,1.1292237600078807,0.022659807573753132,332697.6,60569.6,0.4086570999934338,0.010831019998295232,0.004933926058040113,3548.8,3548.8
