n_docs,n_clusters,key_length,top_n_clusters,server_setup_s,client_setup_s,avg_query_latency_s,avg_upload_kb,avg_download_kb,recall_at_10,avg_query_gen_s,avg_server_comm_s,avg_decode_s
100,10,1024,1,0.04566189367324114,0.09562681801617146,30.41077809818089,2.9296875,122.447265625,1.0,0.125110388873145,22.888342710072173,6.698430318431929
100,10,1024,1,0.006628962699323893,0.09246728289872408,49.00623882920481,2.929296875,217.076953125,1.0,0.12379044163972139,35.75434851027094,11.891517619183286
100,10,1024,1,0.007168634794652462,0.0913211740553379,71.20288122696802,2.929296875,345.366015625,1.0,0.12520204996690154,50.95088721429929,19.16228034305386
100,10,1024,1,0.007153963204473257,0.07405950641259551,67.36075940299779,2.928515625,293.49375,1.0,0.1228443450294435,50.25358436666429,15.958165199542417
