n_documents,n_queries,top_k,embed_dim,data_type,system,setup_time,avg_query_time,std_query_time,avg_upload_bytes,avg_download_bytes,avg_communication_per_query,precision_at_k,recall_at_k,ndcg_at_k,avg_similarity,queries_per_second,communication_efficiency
1000,10,10,768,real,PIR-RAG,0.01640025805681944,6.340767087601125,N/A,N/A,N/A,96806905.9,0.14,0.14,0.17867902596611468,0.24281983,0.15770962506341257,9680690.59
1000,10,10,768,real,Graph-PIR,7.164430113509297,2.0583905588835476,N/A,N/A,N/A,736108.8,0.02,0.02,0.04401835325961603,0.18117921,0.4858164529001682,73610.88
1000,10,10,768,real,Tiptoe,0.19394989870488644,15.762403094861657,N/A,N/A,N/A,0.0,0.42000000000000004,0.42000000000000004,0.5090916400113459,0.23776507,0.06344210295738391,0.0
